,Unnamed: 0,NAME,gap,SOLUTION TIME,status,Unnamed: 0_grid,gap_grid,SOLUTION TIME_grid,status_grid,Unnamed: 0_rl,gap_rl,SOLUTION TIME_rl,status_rl,Unnamed: 0_rndm,gap_rndm,SOLUTION TIME_rndm,status_rndm,Unnamed: 0_partition,gap_partition,SOLUTION TIME_partition,status_partition,Unnamed: 0_hetero,gap_hetero,SOLUTION TIME_hetero,status_hetero,Unnamed: 0_dumb,gap_dumb,SOLUTION TIME_dumb,status_dumb
58,58,neos-3046615-murg,3.797660467011419,0.2042926666666666,nodelimit,58,3.864625997015009,0.2284826666666666,nodelimit,58,3.863745598698421,0.24244,nodelimit,58,3.876070638913303,0.2202456666666666,nodelimit,60,3.8727262391511226,0.2588596666666666,nodelimit,60,3.8727262391511226,0.2482963333333333,nodelimit,58,3.8785315609644617,0.223225,nodelimit
59,59,drayage-100-23,0.0299403337983997,7.301129666666665,nodelimit,59,0.0457807913148062,7.783724666666667,nodelimit,59,0.030358437658189,7.743988999999999,nodelimit,59,0.0158407165469747,7.240959,nodelimit,61,0.0159120136061866,7.450423666666666,nodelimit,61,0.0182701784458443,7.274534,nodelimit,59,0.0273405539345631,7.593531666666666,nodelimit
60,60,neos-4333464-siret,0.7253148018739886,3.665146333333334,nodelimit,60,0.5657360752361152,4.430489000000001,nodelimit,60,0.5828765107682614,4.065677666666667,nodelimit,60,0.5877537750574541,4.785285333333333,nodelimit,62,0.541693195199685,4.442403333333333,nodelimit,62,0.5425788720959948,4.429786,nodelimit,60,0.5650470708312048,4.443129666666667,nodelimit
61,61,p200x1188c,0.0,0.1257796666666666,optimal,61,0.0,0.1279263333333333,optimal,61,0.0,0.1241013333333333,optimal,61,0.0,0.1280723333333333,optimal,63,0.0,0.1278576666666666,optimal,64,0.0,0.1255626666666666,optimal,61,0.0,0.1268076666666666,optimal
62,62,tr12-30,0.2091754038210259,0.349707,nodelimit,62,0.1599209247367553,0.3562233333333333,nodelimit,62,0.1142241712293372,0.384346,nodelimit,62,0.3147580964290574,0.6471796666666667,nodelimit,64,0.0958733355321926,0.399763,nodelimit,63,0.0958733355321926,0.3810929999999999,nodelimit,62,0.305110273547817,0.6630980000000001,nodelimit
63,63,app1-1,1.333333333333333,2.3833786666666668,nodelimit,63,1.3333333333333328,2.546398333333333,nodelimit,63,1.3333333333333328,2.5498626666666664,nodelimit,63,1.3333333333333328,2.292895,nodelimit,65,1.6666666666666663,2.632397,nodelimit,65,1.6666666666666663,2.594910666666667,nodelimit,63,1.222222222222222,2.382254333333333,nodelimit
64,64,neos-4738912-atrato,0.0046575782076904,3.663774,nodelimit,64,0.0046777604142863,4.071253,nodelimit,64,0.0046867284757594,3.698333,nodelimit,64,0.0046867284757594,3.7488493333333337,nodelimit,66,0.0045881626320145,3.7844386666666665,nodelimit,66,0.0045881626320145,3.731706333333333,nodelimit,64,0.0046479594956759,3.748468666666666,nodelimit
65,65,k16x240b,0.2001246092638722,0.8451856666666666,nodelimit,65,0.1951686487649262,0.8680823333333333,nodelimit,65,0.1943281847248351,0.8222556666666666,nodelimit,65,0.1903863772149624,0.9286816666666668,nodelimit,67,0.194441456524903,0.8935716666666668,nodelimit,67,0.194441456524903,0.8828443333333332,nodelimit,65,0.1930023062441287,0.8743759999999999,nodelimit
66,66,n9-3,0.1978656836226225,8.053504666666667,nodelimit,66,0.2000804548498445,7.758122,nodelimit,66,0.1961547962472757,7.439995,nodelimit,66,0.195271335879054,7.815385333333332,nodelimit,68,0.2008934724593738,7.645954666666667,nodelimit,68,0.1932336766449895,7.684982000000001,nodelimit,66,0.2024054379928477,7.635003666666666,nodelimit
67,67,r50x360,0.0422130534211132,0.6842139999999999,nodelimit,67,0.0378698679555587,0.7458936666666666,nodelimit,67,0.0391348739236381,0.819678,nodelimit,67,0.0389415504049972,0.7471589999999999,nodelimit,69,0.0380207532905335,0.7401836666666665,nodelimit,69,0.0399722575467077,0.8163853333333333,nodelimit,67,0.0380534336569354,0.8169423333333333,nodelimit
68,68,g200x740,0.0142923981783017,0.6592539999999999,nodelimit,68,0.0114179954689151,0.5820003333333333,nodelimit,68,0.0126454904358964,0.5744973333333333,nodelimit,68,0.0125011020649173,0.5366080000000001,nodelimit,70,0.012769839953614,0.6320066666666667,nodelimit,70,0.012769839953614,0.630912,nodelimit,68,0.0105707091972861,0.6066313333333333,nodelimit
69,69,sp150x300d,0.0,0.0752526666666666,optimal,69,0.0,0.062254,optimal,69,0.0140491393956925,0.2049486666666666,optimal,69,0.0098039215686274,0.2123383333333333,optimal,71,0.0105187225882468,0.20535,nodelimit,71,0.0105187225882468,0.1879509999999999,nodelimit,69,0.0153809431451313,0.21702,nodelimit
70,70,nexp-150-20-8-5,2.102395669353972,15.046142333333334,nodelimit,70,1.7095021634762666,16.757616,nodelimit,70,1.893634659894187,12.2159,nodelimit,70,2.0574039009740424,12.190743333333332,nodelimit,72,2.1728876017104235,11.889356666666666,nodelimit,72,2.9382610543182643,11.755803333333333,nodelimit,70,1.8903673503172,11.979107,nodelimit
71,71,set3-16,2.380108142777388,1.8234983333333328,nodelimit,71,2.27569607963783,1.812265,nodelimit,71,2.346422938702286,1.9474523333333331,nodelimit,71,2.324910808250099,1.8618606666666668,nodelimit,73,2.312117006825304,1.871272,nodelimit,73,2.312117006825304,1.831591333333333,nodelimit,71,2.291033090553447,1.855421,nodelimit
72,72,neos-4736745-arroux,0.2493119936697363,3.102025,nodelimit,72,0.2464630504620734,3.4316593333333336,nodelimit,72,0.2482737610366703,3.237690666666667,nodelimit,72,0.2451326780914174,3.076387333333333,nodelimit,74,0.2464630504620734,3.336479333333333,nodelimit,74,0.2464630504620734,3.2769746666666664,nodelimit,72,0.243917742409801,3.369133,nodelimit
73,73,neos-3046601-motu,3.585298961604224,0.2602296666666666,nodelimit,73,3.676978808007201,0.2068216666666666,nodelimit,73,3.535261432707012,0.2106269999999999,nodelimit,73,3.611480113920035,0.2072929999999999,nodelimit,75,3.676978808007201,0.2128393333333333,nodelimit,75,3.6072384420081822,0.1589903333333333,nodelimit,73,3.614853031458781,0.23185,nodelimit
